activity_id,week,location_id,co_share_group
A048,10,PLAT:BET:S14:EB,p1
A048,10,SEC:BET:S13_S14:EB,p1
A049,12,PLAT:BET:H02:WB,p1
A049,12,PLAT:BET:S15:WB,p1
A049,12,PLAT:BET:S16:WB,p2
A049,12,SEC:BET:H02_S15:WB,p2
A049,12,SEC:BET:S15_S16:WB,p1
A049,14,PLAT:BET:H02:WB,p1
A049,14,PLAT:BET:S15:WB,p2
A049,14,PLAT:BET:S16:WB,p2
A049,14,SEC:BET:H02_S15:WB,p1
A049,14,SEC:BET:S15_S16:WB,p1
A049,22,PLAT:BET:H02:WB,p1
A049,22,PLAT:BET:S15:WB,p1
A049,22,PLAT:BET:S16:WB,p1
A049,22,SEC:BET:H02_S15:WB,p1
A049,22,SEC:BET:S15_S16:WB,p1
A049,26,PLAT:BET:H02:WB,p1
A049,26,PLAT:BET:S15:WB,p1
A049,26,PLAT:BET:S16:WB,p1
A049,26,SEC:BET:H02_S15:WB,p1
A049,26,SEC:BET:S15_S16:WB,p1
A049,27,PLAT:BET:H02:WB,p1
A049,27,PLAT:BET:S15:WB,p1
A049,27,PLAT:BET:S16:WB,p1
A049,27,SEC:BET:H02_S15:WB,p1
A049,27,SEC:BET:S15_S16:WB,p1
A050,18,PLAT:ALP:H01:WB,p1
A050,18,PLAT:ALP:S03:WB,p1
A050,18,PLAT:ALP:S04:WB,p1
A050,18,SEC:ALP:S03_S04:WB,p1
A050,18,SEC:ALP:S04_H01:WB,p2
A050,21,PLAT:ALP:H01:WB,p1
A050,21,PLAT:ALP:S03:WB,p2
A050,21,PLAT:ALP:S04:WB,p1
A050,21,SEC:ALP:S03_S04:WB,p1
A050,21,SEC:ALP:S04_H01:WB,p2
A051,27,PLAT:BET:S17:WB,p1
A051,27,PLAT:BET:S18:WB,p1
A051,27,SEC:BET:S17_S18:WB,p1
A051,28,PLAT:BET:S17:WB,p1
A051,28,PLAT:BET:S18:WB,p1
A051,28,SEC:BET:S17_S18:WB,p1
A054,19,PLAT:ALP:H01:EB,p1
A054,19,PLAT:ALP:H02:EB,p1
A054,19,PLAT:ALP:S04:EB,p1
A054,19,PLAT:ALP:S05:EB,p1
A054,19,SEC:ALP:H01_H02:EB,p1
A054,19,SEC:ALP:H02_S05:EB,p1
A054,19,SEC:ALP:S04_H01:EB,p1
A054,23,PLAT:ALP:H01:EB,p1
A054,23,PLAT:ALP:H02:EB,p1
A054,23,PLAT:ALP:S04:EB,p1
A054,23,PLAT:ALP:S05:EB,p1
A054,23,SEC:ALP:H01_H02:EB,p1
A054,23,SEC:ALP:H02_S05:EB,p1
A054,23,SEC:ALP:S04_H01:EB,p1
A055,19,PLAT:BET:H01:EB,p1
A055,19,PLAT:BET:H02:EB,p1
A055,19,PLAT:BET:S13:EB,p1
A055,19,PLAT:BET:S14:EB,p2
A055,19,SEC:BET:H01_H02:EB,p1
A055,19,SEC:BET:S13_S14:EB,p1
A055,19,SEC:BET:S14_H01:EB,p2
A056,19,PLAT:ALP:H02:WB,p1
A056,19,PLAT:ALP:S05:WB,p1
A056,19,PLAT:ALP:S06:WB,p2
A056,19,PLAT:ALP:S07:WB,p1
A056,19,SEC:ALP:H02_S05:WB,p1
A056,19,SEC:ALP:S05_S06:WB,p1
A056,19,SEC:ALP:S06_S07:WB,p2
A056,25,PLAT:ALP:H02:WB,p1
A056,25,PLAT:ALP:S05:WB,p1
A056,25,PLAT:ALP:S06:WB,p2
A056,25,PLAT:ALP:S07:WB,p1
A056,25,SEC:ALP:H02_S05:WB,p1
A056,25,SEC:ALP:S05_S06:WB,p2
A056,25,SEC:ALP:S06_S07:WB,p1
A057,15,PLAT:BET:H02:EB,p1
A057,15,PLAT:BET:S15:EB,p1
A057,15,PLAT:BET:S16:EB,p1
A057,15,SEC:BET:H02_S15:EB,p2
A057,15,SEC:BET:S15_S16:EB,p1
A057,16,PLAT:BET:H02:EB,p1
A057,16,PLAT:BET:S15:EB,p1
A057,16,PLAT:BET:S16:EB,p2
A057,16,SEC:BET:H02_S15:EB,p1
A057,16,SEC:BET:S15_S16:EB,p2
A057,18,PLAT:BET:H02:EB,p1
A057,18,PLAT:BET:S15:EB,p1
A057,18,PLAT:BET:S16:EB,p1
A057,18,SEC:BET:H02_S15:EB,p1
A057,18,SEC:BET:S15_S16:EB,p1
A057,21,PLAT:BET:H02:EB,p1
A057,21,PLAT:BET:S15:EB,p1
A057,21,PLAT:BET:S16:EB,p2
A057,21,SEC:BET:H02_S15:EB,p1
A057,21,SEC:BET:S15_S16:EB,p1
A057,22,PLAT:BET:H02:EB,p1
A057,22,PLAT:BET:S15:EB,p2
A057,22,PLAT:BET:S16:EB,p1
A057,22,SEC:BET:H02_S15:EB,p1
A057,22,SEC:BET:S15_S16:EB,p1
A057,23,PLAT:BET:H02:EB,p1
A057,23,PLAT:BET:S15:EB,p1
A057,23,PLAT:BET:S16:EB,p2
A057,23,SEC:BET:H02_S15:EB,p1
A057,23,SEC:BET:S15_S16:EB,p1
A057,25,PLAT:BET:H02:EB,p1
A057,25,PLAT:BET:S15:EB,p1
A057,25,PLAT:BET:S16:EB,p2
A057,25,SEC:BET:H02_S15:EB,p1
A057,25,SEC:BET:S15_S16:EB,p4
A058,4,PLAT:ALP:H01:WB,p1
A058,4,PLAT:ALP:H02:WB,p1
A058,4,PLAT:ALP:S03:WB,p1
A058,4,PLAT:ALP:S04:WB,p1
A058,4,SEC:ALP:H01_H02:WB,p1
A058,4,SEC:ALP:S03_S04:WB,p1
A058,4,SEC:ALP:S04_H01:WB,p2
A058,5,PLAT:ALP:H01:WB,p1
A058,5,PLAT:ALP:H02:WB,p1
A058,5,PLAT:ALP:S03:WB,p1
A058,5,PLAT:ALP:S04:WB,p1
A058,5,SEC:ALP:H01_H02:WB,p1
A058,5,SEC:ALP:S03_S04:WB,p1
A058,5,SEC:ALP:S04_H01:WB,p1
A058,13,PLAT:ALP:H01:WB,p1
A058,13,PLAT:ALP:H02:WB,p1
A058,13,PLAT:ALP:S03:WB,p2
A058,13,PLAT:ALP:S04:WB,p2
A058,13,SEC:ALP:H01_H02:WB,p1
A058,13,SEC:ALP:S03_S04:WB,p2
A058,13,SEC:ALP:S04_H01:WB,p2
A058,14,PLAT:ALP:H01:WB,p1
A058,14,PLAT:ALP:H02:WB,p1
A058,14,PLAT:ALP:S03:WB,p1
A058,14,PLAT:ALP:S04:WB,p1
A058,14,SEC:ALP:H01_H02:WB,p1
A058,14,SEC:ALP:S03_S04:WB,p2
A058,14,SEC:ALP:S04_H01:WB,p2
A058,15,PLAT:ALP:H01:WB,p1
A058,15,PLAT:ALP:H02:WB,p1
A058,15,PLAT:ALP:S03:WB,p2
A058,15,PLAT:ALP:S04:WB,p2
A058,15,SEC:ALP:H01_H02:WB,p1
A058,15,SEC:ALP:S03_S04:WB,p2
A058,15,SEC:ALP:S04_H01:WB,p2
A058,18,PLAT:ALP:H01:WB,p1
A058,18,PLAT:ALP:H02:WB,p1
A058,18,PLAT:ALP:S03:WB,p2
A058,18,PLAT:ALP:S04:WB,p1
A058,18,SEC:ALP:H01_H02:WB,p1
A058,18,SEC:ALP:S03_S04:WB,p1
A058,18,SEC:ALP:S04_H01:WB,p1
A058,19,PLAT:ALP:H01:WB,p1
A058,19,PLAT:ALP:H02:WB,p1
A058,19,PLAT:ALP:S03:WB,p1
A058,19,PLAT:ALP:S04:WB,p1
A058,19,SEC:ALP:H01_H02:WB,p1
A058,19,SEC:ALP:S03_S04:WB,p1
A058,19,SEC:ALP:S04_H01:WB,p1
A059,14,PLAT:ALP:S06:WB,p1
A059,14,PLAT:ALP:S07:WB,p1
A059,14,PLAT:ALP:S08:WB,p1
A059,14,SEC:ALP:S06_S07:WB,p1
A059,14,SEC:ALP:S07_S08:WB,p1
A059,15,PLAT:ALP:S06:WB,p1
A059,15,PLAT:ALP:S07:WB,p1
A059,15,PLAT:ALP:S08:WB,p1
A059,15,SEC:ALP:S06_S07:WB,p1
A059,15,SEC:ALP:S07_S08:WB,p1
A059,16,PLAT:ALP:S06:WB,p1
A059,16,PLAT:ALP:S07:WB,p1
A059,16,PLAT:ALP:S08:WB,p1
A059,16,SEC:ALP:S06_S07:WB,p1
A059,16,SEC:ALP:S07_S08:WB,p1
A059,17,PLAT:ALP:S06:WB,p1
A059,17,PLAT:ALP:S07:WB,p1
A059,17,PLAT:ALP:S08:WB,p1
A059,17,SEC:ALP:S06_S07:WB,p2
A059,17,SEC:ALP:S07_S08:WB,p1
A059,18,PLAT:ALP:S06:WB,p1
A059,18,PLAT:ALP:S07:WB,p1
A059,18,PLAT:ALP:S08:WB,p1
A059,18,SEC:ALP:S06_S07:WB,p1
A059,18,SEC:ALP:S07_S08:WB,p1
A059,19,PLAT:ALP:S06:WB,p1
A059,19,PLAT:ALP:S07:WB,p2
A059,19,PLAT:ALP:S08:WB,p1
A059,19,SEC:ALP:S06_S07:WB,p1
A059,19,SEC:ALP:S07_S08:WB,p1
A059,20,PLAT:ALP:S06:WB,p2
A059,20,PLAT:ALP:S07:WB,p1
A059,20,PLAT:ALP:S08:WB,p1
A059,20,SEC:ALP:S06_S07:WB,p1
A059,20,SEC:ALP:S07_S08:WB,p1
A060,13,PLAT:BET:H02:EB,p1
A060,13,PLAT:BET:S15:EB,p2
A060,13,PLAT:BET:S16:EB,p2
A060,13,SEC:BET:H02_S15:EB,p2
A060,13,SEC:BET:S15_S16:EB,p2
A060,14,PLAT:BET:H02:EB,p1
A060,14,PLAT:BET:S15:EB,p1
A060,14,PLAT:BET:S16:EB,p1
A060,14,SEC:BET:H02_S15:EB,p2
A060,14,SEC:BET:S15_S16:EB,p2
A060,17,PLAT:BET:H02:EB,p1
A060,17,PLAT:BET:S15:EB,p2
A060,17,PLAT:BET:S16:EB,p2
A060,17,SEC:BET:H02_S15:EB,p2
A060,17,SEC:BET:S15_S16:EB,p1
A061,4,PLAT:BET:H01:EB,p1
A061,4,PLAT:BET:H02:EB,p1
A061,4,PLAT:BET:S15:EB,p1
A061,4,SEC:BET:H01_H02:EB,p1
A061,4,SEC:BET:H02_S15:EB,p1
A061,11,PLAT:BET:H01:EB,p1
A061,11,PLAT:BET:H02:EB,p1
A061,11,PLAT:BET:S15:EB,p1
A061,11,SEC:BET:H01_H02:EB,p1
A061,11,SEC:BET:H02_S15:EB,p2
A061,12,PLAT:BET:H01:EB,p1
A061,12,PLAT:BET:H02:EB,p1
A061,12,PLAT:BET:S15:EB,p1
A061,12,SEC:BET:H01_H02:EB,p1
A061,12,SEC:BET:H02_S15:EB,p1
A061,13,PLAT:BET:H01:EB,p1
A061,13,PLAT:BET:H02:EB,p1
A061,13,PLAT:BET:S15:EB,p2
A061,13,SEC:BET:H01_H02:EB,p1
A061,13,SEC:BET:H02_S15:EB,p2
A061,14,PLAT:BET:H01:EB,p1
A061,14,PLAT:BET:H02:EB,p1
A061,14,PLAT:BET:S15:EB,p1
A061,14,SEC:BET:H01_H02:EB,p1
A061,14,SEC:BET:H02_S15:EB,p2
A061,15,PLAT:BET:H01:EB,p1
A061,15,PLAT:BET:H02:EB,p1
A061,15,PLAT:BET:S15:EB,p1
A061,15,SEC:BET:H01_H02:EB,p1
A061,15,SEC:BET:H02_S15:EB,p1
A061,19,PLAT:BET:H01:EB,p1
A061,19,PLAT:BET:H02:EB,p1
A061,19,PLAT:BET:S15:EB,p2
A061,19,SEC:BET:H01_H02:EB,p1
A061,19,SEC:BET:H02_S15:EB,p1
A063,18,PLAT:BET:H01:EB,p1
A063,18,PLAT:BET:H02:EB,p1
A063,18,PLAT:BET:S14:EB,p2
A063,18,SEC:BET:H01_H02:EB,p1
A063,18,SEC:BET:S14_H01:EB,p2
A064,16,PLAT:BET:S15:WB,p2
A064,16,PLAT:BET:S16:WB,p1
A064,16,SEC:BET:S15_S16:WB,p2
A065,19,PLAT:BET:S12:WB,p2
A065,19,PLAT:BET:S13:WB,p1
A065,19,SEC:BET:S12_S13:WB,p1
A066,27,PLAT:ALP:H01:WB,p1
A066,27,PLAT:ALP:S02:WB,p1
A066,27,PLAT:ALP:S03:WB,p1
A066,27,PLAT:ALP:S04:WB,p1
A066,27,SEC:ALP:S02_S03:WB,p2
A066,27,SEC:ALP:S03_S04:WB,p1
A066,27,SEC:ALP:S04_H01:WB,p2
A069,9,PLAT:ALP:H01:WB,p1
A069,9,PLAT:ALP:H02:WB,p1
A069,9,PLAT:ALP:S03:WB,p1
A069,9,PLAT:ALP:S04:WB,p1
A069,9,SEC:ALP:H01_H02:WB,p1
A069,9,SEC:ALP:S03_S04:WB,p1
A069,9,SEC:ALP:S04_H01:WB,p1
A069,10,PLAT:ALP:H01:WB,p1
A069,10,PLAT:ALP:H02:WB,p1
A069,10,PLAT:ALP:S03:WB,p1
A069,10,PLAT:ALP:S04:WB,p1
A069,10,SEC:ALP:H01_H02:WB,p1
A069,10,SEC:ALP:S03_S04:WB,p1
A069,10,SEC:ALP:S04_H01:WB,p1
A070,13,PLAT:ALP:H01:WB,p1
A070,13,PLAT:ALP:S03:WB,p2
A070,13,PLAT:ALP:S04:WB,p2
A070,13,SEC:ALP:S03_S04:WB,p1
A070,13,SEC:ALP:S04_H01:WB,p1
A070,14,PLAT:ALP:H01:WB,p1
A070,14,PLAT:ALP:S03:WB,p2
A070,14,PLAT:ALP:S04:WB,p2
A070,14,SEC:ALP:S03_S04:WB,p1
A070,14,SEC:ALP:S04_H01:WB,p1
A070,15,PLAT:ALP:H01:WB,p1
A070,15,PLAT:ALP:S03:WB,p1
A070,15,PLAT:ALP:S04:WB,p1
A070,15,SEC:ALP:S03_S04:WB,p1
A070,15,SEC:ALP:S04_H01:WB,p1
A070,21,PLAT:ALP:H01:WB,p1
A070,21,PLAT:ALP:S03:WB,p1
A070,21,PLAT:ALP:S04:WB,p1
A070,21,SEC:ALP:S03_S04:WB,p2
A070,21,SEC:ALP:S04_H01:WB,p2
A070,27,PLAT:ALP:H01:WB,p1
A070,27,PLAT:ALP:S03:WB,p1
A070,27,PLAT:ALP:S04:WB,p2
A070,27,SEC:ALP:S03_S04:WB,p2
A070,27,SEC:ALP:S04_H01:WB,p1
A071,27,PLAT:BET:S15:EB,p1
A071,27,PLAT:BET:S16:EB,p2
A071,27,PLAT:BET:S17:EB,p1
A071,27,SEC:BET:S15_S16:EB,p2
A071,27,SEC:BET:S16_S17:EB,p1
A072,27,PLAT:ALP:H01:EB,p1
A072,27,PLAT:ALP:H02:EB,p1
A072,27,PLAT:ALP:S04:EB,p1
A072,27,SEC:ALP:H01_H02:EB,p1
A072,27,SEC:ALP:S04_H01:EB,p1
A073,24,PLAT:BET:H01:EB,p1
A073,24,PLAT:BET:H02:EB,p1
A073,24,PLAT:BET:S15:EB,p2
A073,24,SEC:BET:H01_H02:EB,p1
A073,24,SEC:BET:H02_S15:EB,p2
A074,20,PLAT:ALP:H01:EB,p1
A074,20,PLAT:ALP:H02:EB,p1
A074,20,SEC:ALP:H01_H02:EB,p1
A075,29,PLAT:BET:H01:WB,p1
A075,29,PLAT:BET:H02:WB,p1
A075,29,SEC:BET:H01_H02:WB,p1
